,Lon,Lat,grid_coords
4035,-79.375,0.875,"(3, 56)"
4036,-79.375,1.125,"(4, 56)"
4037,-79.375,1.375,"(5, 56)"
4038,-79.375,1.625,"(6, 56)"
4039,-79.375,1.875,"(7, 56)"
4040,-79.375,2.125,"(8, 56)"
4041,-79.375,2.375,"(9, 56)"
4042,-79.375,2.625,"(10, 56)"
4043,-79.375,2.875,"(11, 56)"
4044,-79.375,3.125,"(12, 56)"
4045,-79.375,3.375,"(13, 56)"
4046,-79.375,3.625,"(14, 56)"
4047,-79.375,3.875,"(15, 56)"
4048,-79.375,4.125,"(16, 56)"
4049,-79.375,4.375,"(17, 56)"
4050,-79.375,4.625,"(18, 56)"
4051,-79.375,4.875,"(19, 56)"
4052,-79.375,5.125,"(20, 56)"
4053,-79.375,5.375,"(21, 56)"
4054,-79.375,5.625,"(22, 56)"
4055,-79.375,5.875,"(23, 56)"
4056,-79.375,6.125,"(24, 56)"
4057,-79.375,6.375,"(25, 56)"
4058,-79.375,6.625,"(26, 56)"
4059,-79.375,6.875,"(27, 56)"
4060,-79.375,7.125,"(28, 56)"
4061,-79.375,7.375,"(29, 56)"
4062,-79.375,7.625,"(30, 56)"
4063,-79.375,7.875,"(31, 56)"
4064,-79.375,8.125,"(32, 56)"
4065,-79.375,8.375,"(33, 56)"
4066,-79.375,8.625,"(34, 56)"
4067,-79.375,8.875,"(35, 56)"
4068,-79.375,9.125,"(36, 56)"
4069,-79.375,9.375,"(37, 56)"
4070,-79.375,9.625,"(38, 56)"
4071,-79.375,9.875,"(39, 56)"
4072,-79.375,10.125,"(40, 56)"
4073,-79.375,10.375,"(41, 56)"
4074,-79.375,10.625,"(42, 56)"
4075,-79.375,10.875,"(43, 56)"
4076,-79.375,11.125,"(44, 56)"
4077,-79.375,11.375,"(45, 56)"
4078,-79.375,11.625,"(46, 56)"
4079,-79.375,11.875,"(47, 56)"
4080,-79.375,12.125,"(48, 56)"
4081,-79.375,12.375,"(49, 56)"
4082,-79.375,12.625,"(50, 56)"
4083,-79.375,12.875,"(51, 56)"
4084,-79.375,13.125,"(52, 56)"
4085,-79.375,13.375,"(53, 56)"
4086,-79.375,13.625,"(54, 56)"
4087,-79.375,13.875,"(55, 56)"
4088,-79.375,14.125,"(56, 56)"
4089,-79.375,14.375,"(57, 56)"
4090,-79.375,14.625,"(58, 56)"
4091,-79.375,14.875,"(59, 56)"
4092,-79.375,15.125,"(60, 56)"
4093,-79.375,15.375,"(61, 56)"
4094,-79.375,15.625,"(62, 56)"
4095,-79.375,15.875,"(63, 56)"
4096,-79.375,16.125,"(64, 56)"
4097,-79.375,16.375,"(65, 56)"
4098,-79.375,16.625,"(66, 56)"
4099,-79.375,16.875,"(67, 56)"
4100,-79.375,17.125,"(68, 56)"
4101,-79.375,17.375,"(69, 56)"
4102,-79.375,17.625,"(70, 56)"
4103,-79.375,17.875,"(71, 56)"
4104,-79.125,0.125,"(0, 57)"
4105,-79.125,0.375,"(1, 57)"
4106,-79.125,0.625,"(2, 57)"
4107,-79.125,0.875,"(3, 57)"
4108,-79.125,1.125,"(4, 57)"
4109,-79.125,1.375,"(5, 57)"
4110,-79.125,1.625,"(6, 57)"
4111,-79.125,1.875,"(7, 57)"
4112,-79.125,2.125,"(8, 57)"
4113,-79.125,2.375,"(9, 57)"
4114,-79.125,2.625,"(10, 57)"
4115,-79.125,2.875,"(11, 57)"
4116,-79.125,3.125,"(12, 57)"
4117,-79.125,3.375,"(13, 57)"
4118,-79.125,3.625,"(14, 57)"
4119,-79.125,3.875,"(15, 57)"
4120,-79.125,4.125,"(16, 57)"
4121,-79.125,4.375,"(17, 57)"
4122,-79.125,4.625,"(18, 57)"
4123,-79.125,4.875,"(19, 57)"
4124,-79.125,5.125,"(20, 57)"
4125,-79.125,5.375,"(21, 57)"
4126,-79.125,5.625,"(22, 57)"
4127,-79.125,5.875,"(23, 57)"
4128,-79.125,6.125,"(24, 57)"
4129,-79.125,6.375,"(25, 57)"
4130,-79.125,6.625,"(26, 57)"
4131,-79.125,6.875,"(27, 57)"
4132,-79.125,7.125,"(28, 57)"
4133,-79.125,7.375,"(29, 57)"
4134,-79.125,7.625,"(30, 57)"
4135,-79.125,7.875,"(31, 57)"
4136,-79.125,8.125,"(32, 57)"
4137,-79.125,8.375,"(33, 57)"
4138,-79.125,8.625,"(34, 57)"
4139,-79.125,8.875,"(35, 57)"
4140,-79.125,9.125,"(36, 57)"
4141,-79.125,9.375,"(37, 57)"
4142,-79.125,9.625,"(38, 57)"
4143,-79.125,9.875,"(39, 57)"
4144,-79.125,10.125,"(40, 57)"
4145,-79.125,10.375,"(41, 57)"
4146,-79.125,10.625,"(42, 57)"
4147,-79.125,10.875,"(43, 57)"
4148,-79.125,11.125,"(44, 57)"
4149,-79.125,11.375,"(45, 57)"
4150,-79.125,11.625,"(46, 57)"
4151,-79.125,11.875,"(47, 57)"
4152,-79.125,12.125,"(48, 57)"
4153,-79.125,12.375,"(49, 57)"
4154,-79.125,12.625,"(50, 57)"
4155,-79.125,12.875,"(51, 57)"
4156,-79.125,13.125,"(52, 57)"
4157,-79.125,13.375,"(53, 57)"
4158,-79.125,13.625,"(54, 57)"
4159,-79.125,13.875,"(55, 57)"
4160,-79.125,14.125,"(56, 57)"
4161,-79.125,14.375,"(57, 57)"
4162,-79.125,14.625,"(58, 57)"
4163,-79.125,14.875,"(59, 57)"
4164,-79.125,15.125,"(60, 57)"
4165,-79.125,15.375,"(61, 57)"
4166,-79.125,15.625,"(62, 57)"
4167,-79.125,15.875,"(63, 57)"
4168,-79.125,16.125,"(64, 57)"
4169,-79.125,16.375,"(65, 57)"
4170,-79.125,16.625,"(66, 57)"
4171,-79.125,16.875,"(67, 57)"
4172,-79.125,17.125,"(68, 57)"
4173,-79.125,17.375,"(69, 57)"
4174,-79.125,17.625,"(70, 57)"
4175,-79.125,17.875,"(71, 57)"
4176,-78.875,0.125,"(0, 58)"
4177,-78.875,0.375,"(1, 58)"
4178,-78.875,0.625,"(2, 58)"
4179,-78.875,0.875,"(3, 58)"
4180,-78.875,1.125,"(4, 58)"
4181,-78.875,1.375,"(5, 58)"
4182,-78.875,1.625,"(6, 58)"
4183,-78.875,1.875,"(7, 58)"
4184,-78.875,2.125,"(8, 58)"
4185,-78.875,2.375,"(9, 58)"
4186,-78.875,2.625,"(10, 58)"
4187,-78.875,2.875,"(11, 58)"
4188,-78.875,3.125,"(12, 58)"
4189,-78.875,3.375,"(13, 58)"
4190,-78.875,3.625,"(14, 58)"
4191,-78.875,3.875,"(15, 58)"
4192,-78.875,4.125,"(16, 58)"
4193,-78.875,4.375,"(17, 58)"
4194,-78.875,4.625,"(18, 58)"
4195,-78.875,4.875,"(19, 58)"
4196,-78.875,5.125,"(20, 58)"
4197,-78.875,5.375,"(21, 58)"
4198,-78.875,5.625,"(22, 58)"
4199,-78.875,5.875,"(23, 58)"
4200,-78.875,6.125,"(24, 58)"
4201,-78.875,6.375,"(25, 58)"
4202,-78.875,6.625,"(26, 58)"
4203,-78.875,6.875,"(27, 58)"
4204,-78.875,7.125,"(28, 58)"
4205,-78.875,7.375,"(29, 58)"
4206,-78.875,7.625,"(30, 58)"
4207,-78.875,7.875,"(31, 58)"
4208,-78.875,8.125,"(32, 58)"
4209,-78.875,8.375,"(33, 58)"
4210,-78.875,8.625,"(34, 58)"
4211,-78.875,8.875,"(35, 58)"
4212,-78.875,9.125,"(36, 58)"
4213,-78.875,9.375,"(37, 58)"
4214,-78.875,9.625,"(38, 58)"
4215,-78.875,9.875,"(39, 58)"
4216,-78.875,10.125,"(40, 58)"
4217,-78.875,10.375,"(41, 58)"
4218,-78.875,10.625,"(42, 58)"
4219,-78.875,10.875,"(43, 58)"
4220,-78.875,11.125,"(44, 58)"
4221,-78.875,11.375,"(45, 58)"
4222,-78.875,11.625,"(46, 58)"
4223,-78.875,11.875,"(47, 58)"
4224,-78.875,12.125,"(48, 58)"
4225,-78.875,12.375,"(49, 58)"
4226,-78.875,12.625,"(50, 58)"
4227,-78.875,12.875,"(51, 58)"
4228,-78.875,13.125,"(52, 58)"
4229,-78.875,13.375,"(53, 58)"
4230,-78.875,13.625,"(54, 58)"
4231,-78.875,13.875,"(55, 58)"
4232,-78.875,14.125,"(56, 58)"
4233,-78.875,14.375,"(57, 58)"
4234,-78.875,14.625,"(58, 58)"
4235,-78.875,14.875,"(59, 58)"
4236,-78.875,15.125,"(60, 58)"
4237,-78.875,15.375,"(61, 58)"
4238,-78.875,15.625,"(62, 58)"
4239,-78.875,15.875,"(63, 58)"
4240,-78.875,16.125,"(64, 58)"
4241,-78.875,16.375,"(65, 58)"
4242,-78.875,16.625,"(66, 58)"
4243,-78.875,16.875,"(67, 58)"
4244,-78.875,17.125,"(68, 58)"
4245,-78.875,17.375,"(69, 58)"
4246,-78.875,17.625,"(70, 58)"
4247,-78.875,17.875,"(71, 58)"
4248,-78.625,0.125,"(0, 59)"
4249,-78.625,0.375,"(1, 59)"
4250,-78.625,0.625,"(2, 59)"
4251,-78.625,0.875,"(3, 59)"
4252,-78.625,1.125,"(4, 59)"
4253,-78.625,1.375,"(5, 59)"
4254,-78.625,1.625,"(6, 59)"
4255,-78.625,1.875,"(7, 59)"
4256,-78.625,2.125,"(8, 59)"
4257,-78.625,2.375,"(9, 59)"
4258,-78.625,2.625,"(10, 59)"
4259,-78.625,2.875,"(11, 59)"
4260,-78.625,3.125,"(12, 59)"
4261,-78.625,3.375,"(13, 59)"
4262,-78.625,3.625,"(14, 59)"
4263,-78.625,3.875,"(15, 59)"
4264,-78.625,4.125,"(16, 59)"
4265,-78.625,4.375,"(17, 59)"
4266,-78.625,4.625,"(18, 59)"
4267,-78.625,4.875,"(19, 59)"
4268,-78.625,5.125,"(20, 59)"
4269,-78.625,5.375,"(21, 59)"
4270,-78.625,5.625,"(22, 59)"
4271,-78.625,5.875,"(23, 59)"
4272,-78.625,6.125,"(24, 59)"
4273,-78.625,6.375,"(25, 59)"
4274,-78.625,6.625,"(26, 59)"
4275,-78.625,6.875,"(27, 59)"
4276,-78.625,7.125,"(28, 59)"
4277,-78.625,7.375,"(29, 59)"
4278,-78.625,7.625,"(30, 59)"
4279,-78.625,7.875,"(31, 59)"
4280,-78.625,8.125,"(32, 59)"
4281,-78.625,8.375,"(33, 59)"
4282,-78.625,8.625,"(34, 59)"
4283,-78.625,8.875,"(35, 59)"
4284,-78.625,9.125,"(36, 59)"
4285,-78.625,9.375,"(37, 59)"
4286,-78.625,9.625,"(38, 59)"
4287,-78.625,9.875,"(39, 59)"
4288,-78.625,10.125,"(40, 59)"
4289,-78.625,10.375,"(41, 59)"
4290,-78.625,10.625,"(42, 59)"
4291,-78.625,10.875,"(43, 59)"
4292,-78.625,11.125,"(44, 59)"
4293,-78.625,11.375,"(45, 59)"
4294,-78.625,11.625,"(46, 59)"
4295,-78.625,11.875,"(47, 59)"
4296,-78.625,12.125,"(48, 59)"
4297,-78.625,12.375,"(49, 59)"
4298,-78.625,12.625,"(50, 59)"
4299,-78.625,12.875,"(51, 59)"
4300,-78.625,13.125,"(52, 59)"
4301,-78.625,13.375,"(53, 59)"
4302,-78.625,13.625,"(54, 59)"
4303,-78.625,13.875,"(55, 59)"
4304,-78.625,14.125,"(56, 59)"
4305,-78.625,14.375,"(57, 59)"
4306,-78.625,14.625,"(58, 59)"
4307,-78.625,14.875,"(59, 59)"
4308,-78.625,15.125,"(60, 59)"
4309,-78.625,15.375,"(61, 59)"
4310,-78.625,15.625,"(62, 59)"
4311,-78.625,15.875,"(63, 59)"
4312,-78.625,16.125,"(64, 59)"
4313,-78.625,16.375,"(65, 59)"
4314,-78.625,16.625,"(66, 59)"
4315,-78.625,16.875,"(67, 59)"
4316,-78.625,17.125,"(68, 59)"
4317,-78.625,17.375,"(69, 59)"
4318,-78.625,17.625,"(70, 59)"
4319,-78.625,17.875,"(71, 59)"
4320,-78.375,0.125,"(0, 60)"
4321,-78.375,0.375,"(1, 60)"
4322,-78.375,0.625,"(2, 60)"
4323,-78.375,0.875,"(3, 60)"
4324,-78.375,1.125,"(4, 60)"
4325,-78.375,1.375,"(5, 60)"
4326,-78.375,1.625,"(6, 60)"
4327,-78.375,1.875,"(7, 60)"
4328,-78.375,2.125,"(8, 60)"
4329,-78.375,2.375,"(9, 60)"
4330,-78.375,2.625,"(10, 60)"
4331,-78.375,2.875,"(11, 60)"
4332,-78.375,3.125,"(12, 60)"
4333,-78.375,3.375,"(13, 60)"
4334,-78.375,3.625,"(14, 60)"
4335,-78.375,3.875,"(15, 60)"
4336,-78.375,4.125,"(16, 60)"
4337,-78.375,4.375,"(17, 60)"
4338,-78.375,4.625,"(18, 60)"
4339,-78.375,4.875,"(19, 60)"
4340,-78.375,5.125,"(20, 60)"
4341,-78.375,5.375,"(21, 60)"
4342,-78.375,5.625,"(22, 60)"
4343,-78.375,5.875,"(23, 60)"
4344,-78.375,6.125,"(24, 60)"
4345,-78.375,6.375,"(25, 60)"
4346,-78.375,6.625,"(26, 60)"
4347,-78.375,6.875,"(27, 60)"
4348,-78.375,7.125,"(28, 60)"
4349,-78.375,7.375,"(29, 60)"
4350,-78.375,7.625,"(30, 60)"
4351,-78.375,7.875,"(31, 60)"
4352,-78.375,8.125,"(32, 60)"
4353,-78.375,8.375,"(33, 60)"
4354,-78.375,8.625,"(34, 60)"
4355,-78.375,8.875,"(35, 60)"
4356,-78.375,9.125,"(36, 60)"
4357,-78.375,9.375,"(37, 60)"
4358,-78.375,9.625,"(38, 60)"
4359,-78.375,9.875,"(39, 60)"
4360,-78.375,10.125,"(40, 60)"
4361,-78.375,10.375,"(41, 60)"
4362,-78.375,10.625,"(42, 60)"
4363,-78.375,10.875,"(43, 60)"
4364,-78.375,11.125,"(44, 60)"
4365,-78.375,11.375,"(45, 60)"
4366,-78.375,11.625,"(46, 60)"
4367,-78.375,11.875,"(47, 60)"
4368,-78.375,12.125,"(48, 60)"
4369,-78.375,12.375,"(49, 60)"
4370,-78.375,12.625,"(50, 60)"
4371,-78.375,12.875,"(51, 60)"
4372,-78.375,13.125,"(52, 60)"
4373,-78.375,13.375,"(53, 60)"
4374,-78.375,13.625,"(54, 60)"
4375,-78.375,13.875,"(55, 60)"
4376,-78.375,14.125,"(56, 60)"
4377,-78.375,14.375,"(57, 60)"
4378,-78.375,14.625,"(58, 60)"
4379,-78.375,14.875,"(59, 60)"
4380,-78.375,15.125,"(60, 60)"
4381,-78.375,15.375,"(61, 60)"
4382,-78.375,15.625,"(62, 60)"
4383,-78.375,15.875,"(63, 60)"
4384,-78.375,16.125,"(64, 60)"
4385,-78.375,16.375,"(65, 60)"
4386,-78.375,16.625,"(66, 60)"
4387,-78.375,16.875,"(67, 60)"
4388,-78.375,17.125,"(68, 60)"
4389,-78.375,17.375,"(69, 60)"
4390,-78.375,17.625,"(70, 60)"
4391,-78.375,17.875,"(71, 60)"
4392,-78.125,0.125,"(0, 61)"
4393,-78.125,0.375,"(1, 61)"
4394,-78.125,0.625,"(2, 61)"
4395,-78.125,0.875,"(3, 61)"
4396,-78.125,1.125,"(4, 61)"
4397,-78.125,1.375,"(5, 61)"
4398,-78.125,1.625,"(6, 61)"
4399,-78.125,1.875,"(7, 61)"
4400,-78.125,2.125,"(8, 61)"
4401,-78.125,2.375,"(9, 61)"
4402,-78.125,2.625,"(10, 61)"
4403,-78.125,2.875,"(11, 61)"
4404,-78.125,3.125,"(12, 61)"
4405,-78.125,3.375,"(13, 61)"
4406,-78.125,3.625,"(14, 61)"
4407,-78.125,3.875,"(15, 61)"
4408,-78.125,4.125,"(16, 61)"
4409,-78.125,4.375,"(17, 61)"
4410,-78.125,4.625,"(18, 61)"
4411,-78.125,4.875,"(19, 61)"
4412,-78.125,5.125,"(20, 61)"
4413,-78.125,5.375,"(21, 61)"
4414,-78.125,5.625,"(22, 61)"
4415,-78.125,5.875,"(23, 61)"
4416,-78.125,6.125,"(24, 61)"
4417,-78.125,6.375,"(25, 61)"
4418,-78.125,6.625,"(26, 61)"
4419,-78.125,6.875,"(27, 61)"
4420,-78.125,7.125,"(28, 61)"
4421,-78.125,7.375,"(29, 61)"
4422,-78.125,7.625,"(30, 61)"
4423,-78.125,7.875,"(31, 61)"
4424,-78.125,8.125,"(32, 61)"
4425,-78.125,8.375,"(33, 61)"
4426,-78.125,8.625,"(34, 61)"
4427,-78.125,8.875,"(35, 61)"
4428,-78.125,9.125,"(36, 61)"
4429,-78.125,9.375,"(37, 61)"
4430,-78.125,9.625,"(38, 61)"
4431,-78.125,9.875,"(39, 61)"
4432,-78.125,10.125,"(40, 61)"
4433,-78.125,10.375,"(41, 61)"
4434,-78.125,10.625,"(42, 61)"
4435,-78.125,10.875,"(43, 61)"
4436,-78.125,11.125,"(44, 61)"
4437,-78.125,11.375,"(45, 61)"
4438,-78.125,11.625,"(46, 61)"
4439,-78.125,11.875,"(47, 61)"
4440,-78.125,12.125,"(48, 61)"
4441,-78.125,12.375,"(49, 61)"
4442,-78.125,12.625,"(50, 61)"
4443,-78.125,12.875,"(51, 61)"
4444,-78.125,13.125,"(52, 61)"
4445,-78.125,13.375,"(53, 61)"
4446,-78.125,13.625,"(54, 61)"
4447,-78.125,13.875,"(55, 61)"
4448,-78.125,14.125,"(56, 61)"
4449,-78.125,14.375,"(57, 61)"
4450,-78.125,14.625,"(58, 61)"
4451,-78.125,14.875,"(59, 61)"
4452,-78.125,15.125,"(60, 61)"
4453,-78.125,15.375,"(61, 61)"
4454,-78.125,15.625,"(62, 61)"
4455,-78.125,15.875,"(63, 61)"
4456,-78.125,16.125,"(64, 61)"
4457,-78.125,16.375,"(65, 61)"
4458,-78.125,16.625,"(66, 61)"
4459,-78.125,16.875,"(67, 61)"
4460,-78.125,17.125,"(68, 61)"
4461,-78.125,17.375,"(69, 61)"
4462,-78.125,17.625,"(70, 61)"
4463,-78.125,17.875,"(71, 61)"
4464,-77.875,0.125,"(0, 62)"
4465,-77.875,0.375,"(1, 62)"
4466,-77.875,0.625,"(2, 62)"
4467,-77.875,0.875,"(3, 62)"
4468,-77.875,1.125,"(4, 62)"
4469,-77.875,1.375,"(5, 62)"
4470,-77.875,1.625,"(6, 62)"
4471,-77.875,1.875,"(7, 62)"
4472,-77.875,2.125,"(8, 62)"
4473,-77.875,2.375,"(9, 62)"
4474,-77.875,2.625,"(10, 62)"
4475,-77.875,2.875,"(11, 62)"
4476,-77.875,3.125,"(12, 62)"
4477,-77.875,3.375,"(13, 62)"
4478,-77.875,3.625,"(14, 62)"
4479,-77.875,3.875,"(15, 62)"
4480,-77.875,4.125,"(16, 62)"
4481,-77.875,4.375,"(17, 62)"
4482,-77.875,4.625,"(18, 62)"
4483,-77.875,4.875,"(19, 62)"
4484,-77.875,5.125,"(20, 62)"
4485,-77.875,5.375,"(21, 62)"
4486,-77.875,5.625,"(22, 62)"
4487,-77.875,5.875,"(23, 62)"
4488,-77.875,6.125,"(24, 62)"
4489,-77.875,6.375,"(25, 62)"
4490,-77.875,6.625,"(26, 62)"
4491,-77.875,6.875,"(27, 62)"
4492,-77.875,7.125,"(28, 62)"
4493,-77.875,7.375,"(29, 62)"
4494,-77.875,7.625,"(30, 62)"
4495,-77.875,7.875,"(31, 62)"
4496,-77.875,8.125,"(32, 62)"
4497,-77.875,8.375,"(33, 62)"
4498,-77.875,8.625,"(34, 62)"
4499,-77.875,8.875,"(35, 62)"
4500,-77.875,9.125,"(36, 62)"
4501,-77.875,9.375,"(37, 62)"
4502,-77.875,9.625,"(38, 62)"
4503,-77.875,9.875,"(39, 62)"
4504,-77.875,10.125,"(40, 62)"
4505,-77.875,10.375,"(41, 62)"
4506,-77.875,10.625,"(42, 62)"
4507,-77.875,10.875,"(43, 62)"
4508,-77.875,11.125,"(44, 62)"
4509,-77.875,11.375,"(45, 62)"
4510,-77.875,11.625,"(46, 62)"
4511,-77.875,11.875,"(47, 62)"
4512,-77.875,12.125,"(48, 62)"
4513,-77.875,12.375,"(49, 62)"
4514,-77.875,12.625,"(50, 62)"
4515,-77.875,12.875,"(51, 62)"
4516,-77.875,13.125,"(52, 62)"
4517,-77.875,13.375,"(53, 62)"
4518,-77.875,13.625,"(54, 62)"
4519,-77.875,13.875,"(55, 62)"
4520,-77.875,14.125,"(56, 62)"
4521,-77.875,14.375,"(57, 62)"
4522,-77.875,14.625,"(58, 62)"
4523,-77.875,14.875,"(59, 62)"
4524,-77.875,15.125,"(60, 62)"
4525,-77.875,15.375,"(61, 62)"
4526,-77.875,15.625,"(62, 62)"
4527,-77.875,15.875,"(63, 62)"
4528,-77.875,16.125,"(64, 62)"
4529,-77.875,16.375,"(65, 62)"
4530,-77.875,16.625,"(66, 62)"
4531,-77.875,16.875,"(67, 62)"
4532,-77.875,17.125,"(68, 62)"
4533,-77.875,17.375,"(69, 62)"
4534,-77.875,17.625,"(70, 62)"
4535,-77.875,17.875,"(71, 62)"
4536,-77.625,0.125,"(0, 63)"
4537,-77.625,0.375,"(1, 63)"
4538,-77.625,0.625,"(2, 63)"
4539,-77.625,0.875,"(3, 63)"
4540,-77.625,1.125,"(4, 63)"
4541,-77.625,1.375,"(5, 63)"
4542,-77.625,1.625,"(6, 63)"
4543,-77.625,1.875,"(7, 63)"
4544,-77.625,2.125,"(8, 63)"
4545,-77.625,2.375,"(9, 63)"
4546,-77.625,2.625,"(10, 63)"
4547,-77.625,2.875,"(11, 63)"
4548,-77.625,3.125,"(12, 63)"
4549,-77.625,3.375,"(13, 63)"
4550,-77.625,3.625,"(14, 63)"
4551,-77.625,3.875,"(15, 63)"
4552,-77.625,4.125,"(16, 63)"
4553,-77.625,4.375,"(17, 63)"
4554,-77.625,4.625,"(18, 63)"
4555,-77.625,4.875,"(19, 63)"
4556,-77.625,5.125,"(20, 63)"
4557,-77.625,5.375,"(21, 63)"
4558,-77.625,5.625,"(22, 63)"
4559,-77.625,5.875,"(23, 63)"
4560,-77.625,6.125,"(24, 63)"
4561,-77.625,6.375,"(25, 63)"
4562,-77.625,6.625,"(26, 63)"
4563,-77.625,6.875,"(27, 63)"
4564,-77.625,7.125,"(28, 63)"
4565,-77.625,7.375,"(29, 63)"
4566,-77.625,7.625,"(30, 63)"
4567,-77.625,7.875,"(31, 63)"
4568,-77.625,8.125,"(32, 63)"
4569,-77.625,8.375,"(33, 63)"
4570,-77.625,8.625,"(34, 63)"
4571,-77.625,8.875,"(35, 63)"
4572,-77.625,9.125,"(36, 63)"
4573,-77.625,9.375,"(37, 63)"
4574,-77.625,9.625,"(38, 63)"
4575,-77.625,9.875,"(39, 63)"
4576,-77.625,10.125,"(40, 63)"
4577,-77.625,10.375,"(41, 63)"
4578,-77.625,10.625,"(42, 63)"
4579,-77.625,10.875,"(43, 63)"
4580,-77.625,11.125,"(44, 63)"
4581,-77.625,11.375,"(45, 63)"
4582,-77.625,11.625,"(46, 63)"
4583,-77.625,11.875,"(47, 63)"
4584,-77.625,12.125,"(48, 63)"
4585,-77.625,12.375,"(49, 63)"
4586,-77.625,12.625,"(50, 63)"
4587,-77.625,12.875,"(51, 63)"
4588,-77.625,13.125,"(52, 63)"
4589,-77.625,13.375,"(53, 63)"
4590,-77.625,13.625,"(54, 63)"
4591,-77.625,13.875,"(55, 63)"
4592,-77.625,14.125,"(56, 63)"
4593,-77.625,14.375,"(57, 63)"
4594,-77.625,14.625,"(58, 63)"
4595,-77.625,14.875,"(59, 63)"
4596,-77.625,15.125,"(60, 63)"
4597,-77.625,15.375,"(61, 63)"
4598,-77.625,15.625,"(62, 63)"
4599,-77.625,15.875,"(63, 63)"
4600,-77.625,16.125,"(64, 63)"
4601,-77.625,16.375,"(65, 63)"
4602,-77.625,16.625,"(66, 63)"
4603,-77.625,16.875,"(67, 63)"
4604,-77.625,17.125,"(68, 63)"
4605,-77.625,17.375,"(69, 63)"
4606,-77.625,17.625,"(70, 63)"
4607,-77.625,17.875,"(71, 63)"
4608,-77.375,0.125,"(0, 64)"
4609,-77.375,0.375,"(1, 64)"
4610,-77.375,0.625,"(2, 64)"
4611,-77.375,0.875,"(3, 64)"
4612,-77.375,1.125,"(4, 64)"
4613,-77.375,1.375,"(5, 64)"
4614,-77.375,1.625,"(6, 64)"
4615,-77.375,1.875,"(7, 64)"
4616,-77.375,2.125,"(8, 64)"
4617,-77.375,2.375,"(9, 64)"
4618,-77.375,2.625,"(10, 64)"
4619,-77.375,2.875,"(11, 64)"
4620,-77.375,3.125,"(12, 64)"
4621,-77.375,3.375,"(13, 64)"
4622,-77.375,3.625,"(14, 64)"
4623,-77.375,3.875,"(15, 64)"
4624,-77.375,4.125,"(16, 64)"
4625,-77.375,4.375,"(17, 64)"
4626,-77.375,4.625,"(18, 64)"
4627,-77.375,4.875,"(19, 64)"
4628,-77.375,5.125,"(20, 64)"
4629,-77.375,5.375,"(21, 64)"
4630,-77.375,5.625,"(22, 64)"
4631,-77.375,5.875,"(23, 64)"
4632,-77.375,6.125,"(24, 64)"
4633,-77.375,6.375,"(25, 64)"
4634,-77.375,6.625,"(26, 64)"
4635,-77.375,6.875,"(27, 64)"
4636,-77.375,7.125,"(28, 64)"
4637,-77.375,7.375,"(29, 64)"
4638,-77.375,7.625,"(30, 64)"
4639,-77.375,7.875,"(31, 64)"
4640,-77.375,8.125,"(32, 64)"
4641,-77.375,8.375,"(33, 64)"
4642,-77.375,8.625,"(34, 64)"
4643,-77.375,8.875,"(35, 64)"
4644,-77.375,9.125,"(36, 64)"
4645,-77.375,9.375,"(37, 64)"
4646,-77.375,9.625,"(38, 64)"
4647,-77.375,9.875,"(39, 64)"
4648,-77.375,10.125,"(40, 64)"
4649,-77.375,10.375,"(41, 64)"
4650,-77.375,10.625,"(42, 64)"
4651,-77.375,10.875,"(43, 64)"
4652,-77.375,11.125,"(44, 64)"
4653,-77.375,11.375,"(45, 64)"
4654,-77.375,11.625,"(46, 64)"
4655,-77.375,11.875,"(47, 64)"
4656,-77.375,12.125,"(48, 64)"
4657,-77.375,12.375,"(49, 64)"
4658,-77.375,12.625,"(50, 64)"
4659,-77.375,12.875,"(51, 64)"
4660,-77.375,13.125,"(52, 64)"
4661,-77.375,13.375,"(53, 64)"
4662,-77.375,13.625,"(54, 64)"
4663,-77.375,13.875,"(55, 64)"
4664,-77.375,14.125,"(56, 64)"
4665,-77.375,14.375,"(57, 64)"
4666,-77.375,14.625,"(58, 64)"
4667,-77.375,14.875,"(59, 64)"
4668,-77.375,15.125,"(60, 64)"
4669,-77.375,15.375,"(61, 64)"
4670,-77.375,15.625,"(62, 64)"
4671,-77.375,15.875,"(63, 64)"
4672,-77.375,16.125,"(64, 64)"
4673,-77.375,16.375,"(65, 64)"
4674,-77.375,16.625,"(66, 64)"
4675,-77.375,16.875,"(67, 64)"
4676,-77.375,17.125,"(68, 64)"
4677,-77.375,17.375,"(69, 64)"
4678,-77.375,17.625,"(70, 64)"
4679,-77.375,17.875,"(71, 64)"
4680,-77.125,0.125,"(0, 65)"
4681,-77.125,0.375,"(1, 65)"
4682,-77.125,0.625,"(2, 65)"
4683,-77.125,0.875,"(3, 65)"
4684,-77.125,1.125,"(4, 65)"
4685,-77.125,1.375,"(5, 65)"
4686,-77.125,1.625,"(6, 65)"
4687,-77.125,1.875,"(7, 65)"
4688,-77.125,2.125,"(8, 65)"
4689,-77.125,2.375,"(9, 65)"
4690,-77.125,2.625,"(10, 65)"
4691,-77.125,2.875,"(11, 65)"
4692,-77.125,3.125,"(12, 65)"
4693,-77.125,3.375,"(13, 65)"
4694,-77.125,3.625,"(14, 65)"
4695,-77.125,3.875,"(15, 65)"
4696,-77.125,4.125,"(16, 65)"
4697,-77.125,4.375,"(17, 65)"
4698,-77.125,4.625,"(18, 65)"
4699,-77.125,4.875,"(19, 65)"
